Employee_ID,Exit_Date,Primary_Reason_for_Leaving,Secondary_Reason,Like_Most_About_Company,Improvement_Areas
E-00563,2023-10-05 03:35:25.242509117,Work-Life Balance,Poor Leadership,Flexible work arrangements.,Improve compensation structure.
E-07414,2024-08-19 22:31:44.233617503,Career Growth,Poor Leadership,The people and the challenging projects.,More transparency in promotion decisions.
E-09407,2023-11-01 20:15:58.506719843,Work-Life Balance,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-05974,2018-07-31 23:13:11.442062797,Work-Life Balance,Burnout,The people and the challenging projects.,Offer more career development programs.
E-03830,2017-08-27 18:51:24.117545718,Compensation,Company Culture,Supportive team environment.,Reduce micromanagement.
E-09112,2019-04-22 03:52:57.781646169,Job Role Mismatch,Company Culture,Supportive team environment.,Better leadership communication.
E-06712,2019-09-09 03:42:05.791057219,Management,Commute,Learning opportunities.,Better leadership communication.
E-05003,2023-05-03 22:18:45.961215863,Work-Life Balance,Lack of Training,Learning opportunities.,Improve compensation structure.
E-02077,2023-03-13 13:15:08.478307848,Job Role Mismatch,Burnout,Learning opportunities.,Improve compensation structure.
E-07179,2014-10-02 14:37:20.212395671,Management,Commute,Flexible work arrangements.,Reduce micromanagement.
E-06588,2024-04-09 10:31:54.468427531,Work-Life Balance,Commute,The people and the challenging projects.,Reduce micromanagement.
E-05468,2019-09-10 09:17:55.455665630,Management,Poor Leadership,Supportive team environment.,Offer more career development programs.
E-07690,2021-11-15 01:26:10.089117507,Job Role Mismatch,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
E-09491,2019-02-18 03:07:27.212546098,Career Growth,Lack of Training,The people and the challenging projects.,Offer more career development programs.
E-08547,2022-02-27 02:22:48.743457383,Job Role Mismatch,Burnout,The people and the challenging projects.,Better leadership communication.
E-03371,2018-04-09 09:27:24.404919675,Compensation,Lack of Training,Learning opportunities.,Improve compensation structure.
E-03498,2021-10-25 23:08:39.586896037,Management,Commute,Learning opportunities.,Offer more career development programs.
E-07723,2023-10-25 01:37:42.638772909,Career Growth,Lack of Training,Supportive team environment.,Improve compensation structure.
E-00660,2023-12-04 02:31:35.747540903,Management,Lack of Training,Supportive team environment.,Improve compensation structure.
E-00233,2021-07-29 16:53:27.201661796,Management,Company Culture,Supportive team environment.,Offer more career development programs.
E-08612,2024-03-09 03:46:37.701739159,Work-Life Balance,Commute,The people and the challenging projects.,Offer more career development programs.
E-08906,2022-04-28 01:32:38.107324774,Compensation,Lack of Training,Learning opportunities.,Reduce micromanagement.
E-09563,2024-04-04 10:08:28.753550404,Management,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-09917,2024-05-04 06:11:38.785866318,Job Role Mismatch,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-02887,2024-06-27 02:51:10.345103973,Job Role Mismatch,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-04426,2016-04-18 01:07:19.832679845,Work-Life Balance,Lack of Training,The people and the challenging projects.,Offer more career development programs.
E-01289,2021-05-24 12:18:11.610873797,Compensation,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-09278,2020-03-05 09:19:05.898217750,Compensation,Commute,Company values and mission.,Better leadership communication.
E-03282,2023-06-24 04:38:56.695739100,Job Role Mismatch,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-06361,2022-02-05 04:13:22.593349099,Career Growth,Commute,Learning opportunities.,Reduce micromanagement.
E-05298,2014-05-29 06:55:03.658688019,Work-Life Balance,Poor Leadership,Learning opportunities.,Reduce micromanagement.
E-08565,2018-09-03 11:58:29.648932414,Work-Life Balance,Commute,Flexible work arrangements.,Improve compensation structure.
E-02528,2022-11-23 05:15:44.249204646,Job Role Mismatch,Lack of Training,The people and the challenging projects.,Improve compensation structure.
E-02204,2021-08-03 17:52:08.986183048,Job Role Mismatch,Poor Leadership,Learning opportunities.,Offer more career development programs.
E-04343,2023-05-18 16:15:28.405184186,Career Growth,Commute,Supportive team environment.,Offer more career development programs.
E-07501,2022-08-16 09:18:34.849601662,Career Growth,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-02936,2021-07-09 03:46:02.030985053,Compensation,Burnout,Flexible work arrangements.,Reduce micromanagement.
E-01098,2022-08-22 03:26:26.110747184,Work-Life Balance,Commute,Learning opportunities.,Improve compensation structure.
E-02145,2021-07-02 23:30:13.070305776,Work-Life Balance,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
E-09705,2016-04-12 08:40:50.476099024,Job Role Mismatch,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-06417,2017-09-15 12:39:15.788681521,Compensation,Company Culture,Company values and mission.,Improve compensation structure.
E-06001,2020-10-19 07:49:01.079612335,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-08274,2017-02-23 14:54:05.296762908,Compensation,Company Culture,Company values and mission.,Improve compensation structure.
E-06498,2020-01-24 23:25:25.832469140,Compensation,Lack of Training,Supportive team environment.,Better leadership communication.
E-04718,2024-02-17 14:47:14.533221188,Job Role Mismatch,Burnout,Flexible work arrangements.,Improve compensation structure.
E-01180,2022-10-07 04:38:56.123569115,Compensation,Company Culture,Supportive team environment.,Reduce micromanagement.
E-02000,2017-04-02 05:05:04.384001796,Career Growth,Burnout,Company values and mission.,Improve compensation structure.
E-01970,2024-03-02 01:32:53.914895162,Career Growth,Poor Leadership,Learning opportunities.,Offer more career development programs.
E-03082,2021-06-26 19:20:30.071664887,Management,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-02343,2023-03-22 13:12:36.233656602,Job Role Mismatch,Company Culture,Supportive team environment.,Better leadership communication.
E-09602,2015-09-16 15:31:07.531587222,Management,Poor Leadership,Learning opportunities.,Reduce micromanagement.
E-00574,2024-05-17 14:47:54.298513700,Career Growth,Commute,Company values and mission.,Offer more career development programs.
E-01262,2024-10-10 07:53:01.951780784,Management,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-05103,2021-02-10 12:24:28.254144878,Job Role Mismatch,Burnout,The people and the challenging projects.,Improve compensation structure.
E-08888,2024-02-16 10:31:05.422420899,Job Role Mismatch,Lack of Training,Company values and mission.,Better leadership communication.
E-01676,2023-03-01 10:59:53.484486261,Compensation,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-06032,2023-05-04 12:15:35.826076494,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Better leadership communication.
E-06772,2021-08-13 04:04:24.184120108,Compensation,Commute,The people and the challenging projects.,Better leadership communication.
E-03062,2021-12-21 10:09:04.309348834,Job Role Mismatch,Burnout,Flexible work arrangements.,Improve compensation structure.
E-00651,2023-05-21 06:29:37.881566672,Career Growth,Poor Leadership,Flexible work arrangements.,Improve compensation structure.
E-02803,2024-04-25 01:26:06.739963565,Career Growth,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-00979,2022-08-30 17:31:14.583393133,Compensation,Lack of Training,Learning opportunities.,Improve compensation structure.
E-07841,2023-05-13 00:15:48.295667977,Job Role Mismatch,Burnout,Company values and mission.,Better leadership communication.
E-02808,2024-04-26 01:20:05.102351242,Career Growth,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-03879,2023-01-22 10:15:40.678714214,Job Role Mismatch,Lack of Training,Company values and mission.,Improve compensation structure.
E-07369,2023-06-14 19:39:22.014375358,Career Growth,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-06178,2024-12-26 18:24:09.924690821,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-08637,2019-09-03 18:06:25.531215762,Management,Lack of Training,Flexible work arrangements.,Better leadership communication.
E-02707,2019-04-27 06:52:08.322777707,Job Role Mismatch,Company Culture,Company values and mission.,Improve compensation structure.
E-07484,2017-04-23 03:29:07.659056002,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Improve compensation structure.
E-08788,2017-12-26 08:57:48.319674519,Compensation,Lack of Training,Learning opportunities.,Reduce micromanagement.
E-03571,2022-04-03 20:13:08.801671523,Management,Burnout,The people and the challenging projects.,Improve compensation structure.
E-04353,2023-01-01 21:49:48.856699818,Work-Life Balance,Lack of Training,Company values and mission.,Better leadership communication.
E-05154,2023-11-30 10:15:01.383256868,Compensation,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-01217,2023-03-08 22:25:51.154959984,Work-Life Balance,Poor Leadership,Learning opportunities.,Better leadership communication.
E-00781,2024-07-16 09:48:01.328082994,Career Growth,Burnout,Flexible work arrangements.,Improve compensation structure.
E-05308,2022-08-10 02:09:37.895024643,Work-Life Balance,Lack of Training,Supportive team environment.,Better leadership communication.
E-05958,2020-01-28 11:37:34.374091030,Job Role Mismatch,Commute,Learning opportunities.,Offer more career development programs.
E-05253,2024-08-15 00:22:30.231105915,Work-Life Balance,Poor Leadership,Supportive team environment.,Offer more career development programs.
E-09490,2021-10-22 01:42:28.069030765,Compensation,Burnout,The people and the challenging projects.,Improve compensation structure.
E-09550,2022-10-20 05:26:01.710451936,Compensation,Commute,Company values and mission.,Improve compensation structure.
E-07412,2018-02-07 22:51:35.671119556,Work-Life Balance,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-04246,2018-12-18 05:52:44.410559640,Compensation,Company Culture,Learning opportunities.,Better leadership communication.
E-03614,2022-05-26 03:15:08.994830373,Compensation,Company Culture,Flexible work arrangements.,More transparency in promotion decisions.
E-01495,2022-09-28 19:57:25.956721105,Work-Life Balance,Burnout,Supportive team environment.,Improve compensation structure.
E-02822,2023-05-31 00:32:45.452335841,Management,Commute,Supportive team environment.,Improve compensation structure.
E-03615,2023-12-21 12:21:21.279063420,Management,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-07312,2023-08-26 15:41:03.267663791,Career Growth,Commute,Supportive team environment.,More transparency in promotion decisions.
E-00339,2022-08-04 09:36:10.767471436,Compensation,Company Culture,Company values and mission.,Improve compensation structure.
E-01607,2023-02-01 15:38:21.767317678,Work-Life Balance,Burnout,Learning opportunities.,Offer more career development programs.
E-08856,2023-08-27 01:57:04.842966939,Compensation,Lack of Training,Company values and mission.,Reduce micromanagement.
E-06051,2023-06-20 03:37:46.948727178,Job Role Mismatch,Commute,Supportive team environment.,Better leadership communication.
