Employee_ID,Survey_Date,Engagement_Score,Satisfaction_Score,Work_Life_Balance,Relationship_with_Manager,Career_Development_Opportunities,Performance_Rating_2024,Performance_Rating_2023,Training_Hours_Last_Year,Projects_Completed
E-07874,2024-06-30,3.5,4.8,3.7,4.2,4.0,3.7,3.9,30,8
E-07875,2024-06-30,5.4,2.7,2.3,4.1,2.5,3.7,3.4,12,3
E-07876,2024-06-30,3.8,3.6,4.1,4.5,2.7,4.3,3.9,74,5
E-07877,2024-06-30,3.7,3.8,2.9,4.7,3.9,4.4,3.9,80,13
E-07878,2024-06-30,4.2,4.2,3.4,4.7,2.8,3.9,3.6,33,9
E-07879,2024-06-30,3.7,3.2,4.4,4.0,3.5,4.2,3.5,29,3
E-07880,2024-06-30,4.2,3.5,4.7,4.3,3.8,3.7,3.9,43,4
E-07881,2024-06-30,3.3,4.1,2.3,4.8,2.2,4.2,3.2,55,6
E-07882,2024-06-30,3.9,4.0,3.5,4.8,2.8,3.9,3.4,81,6
E-07883,2024-06-30,4.6,4.2,3.7,3.8,3.7,3.6,3.3,98,8
E-07884,2024-06-30,4.0,4.2,2.4,4.4,2.9,3.7,3.3,47,3
E-07885,2024-06-30,4.1,4.2,4.1,4.4,1.8,4.1,3.6,37,6
E-07886,2024-06-30,4.2,4.1,3.6,4.6,2.7,3.6,4.2,46,3
E-07887,2024-06-30,4.6,4.0,3.6,4.7,3.5,3.9,4.0,70,6
E-07888,2024-06-30,3.2,4.3,2.9,3.8,3.8,4.3,4.2,34,7
E-07889,2024-06-30,4.3,2.9,3.8,3.9,3.0,3.9,3.6,85,4
E-07890,2024-06-30,3.9,4.8,4.1,4.6,3.3,3.5,3.0,52,8
E-07891,2024-06-30,4.1,2.9,3.6,4.3,2.8,3.9,3.6,29,4
E-07892,2024-06-30,4.5,3.5,3.1,3.3,3.5,4.2,4.3,91,2
E-07893,2024-06-30,3.4,3.9,3.2,3.5,3.9,3.6,3.6,42,6
E-07894,2024-06-30,3.5,4.3,3.7,4.5,3.5,4.4,3.8,42,2
E-07895,2024-06-30,3.0,2.5,3.5,4.5,2.9,4.2,3.7,48,1
E-07896,2024-06-30,3.7,4.0,4.1,3.7,3.3,4.1,4.1,21,2
E-07897,2024-06-30,4.7,4.4,3.2,4.6,3.6,4.2,4.1,87,6
E-07898,2024-06-30,3.9,4.5,2.6,4.1,3.0,4.0,3.2,29,6
E-07899,2024-06-30,3.3,3.7,3.8,3.8,3.5,4.1,2.8,27,4
E-07900,2024-06-30,3.8,3.8,3.2,4.0,3.2,4.0,4.1,83,5
E-07901,2024-06-30,3.3,3.7,4.0,3.7,3.9,4.3,3.7,26,5
E-07902,2024-06-30,3.4,3.8,3.5,4.0,3.4,4.4,4.1,14,4
E-07903,2024-06-30,4.2,3.5,4.0,3.5,2.7,3.8,3.7,73,7
E-07904,2024-06-30,3.4,3.6,2.8,4.2,3.8,3.8,4.0,37,9
E-07905,2024-06-30,4.6,4.2,3.6,4.4,3.3,3.9,3.7,42,2
E-07906,2024-06-30,4.0,4.1,3.0,3.7,2.9,3.8,3.5,47,5
E-07907,2024-06-30,4.0,4.2,2.6,4.2,2.2,4.3,3.6,94,4
E-07908,2024-06-30,3.9,4.1,2.9,3.9,3.1,3.6,3.7,48,12
E-07909,2024-06-30,4.4,4.4,3.1,4.5,4.1,4.2,4.0,74,4
E-07910,2024-06-30,4.4,4.4,4.4,3.3,1.4,4.4,3.7,12,7
E-07911,2024-06-30,4.2,3.1,3.1,4.5,1.4,3.8,3.4,86,4
E-07912,2024-06-30,4.3,3.6,2.6,3.5,3.5,4.4,4.5,35,6
E-07913,2024-06-30,3.9,3.9,3.6,4.1,3.1,4.3,3.9,79,10
E-07914,2024-06-30,4.3,4.0,3.5,3.9,3.4,3.9,4.3,98,4
E-07915,2024-06-30,3.8,3.7,3.2,4.1,2.7,4.2,3.4,44,1
E-07916,2024-06-30,4.0,4.5,3.4,3.6,1.7,3.8,3.7,28,3
E-07917,2024-06-30,3.9,5.0,4.2,4.9,2.5,3.7,3.9,59,8
E-07918,2024-06-30,3.8,4.1,4.0,3.7,3.9,3.9,4.1,44,1
E-07919,2024-06-30,3.7,4.0,3.9,3.7,2.7,4.4,3.0,95,3
E-07920,2024-06-30,4.2,4.4,2.7,4.9,2.7,3.9,3.1,20,4
E-07921,2024-06-30,4.7,3.1,5.5,4.3,1.4,4.0,3.5,98,4
E-07922,2024-06-30,4.6,4.0,4.2,3.7,1.9,3.7,4.0,35,6
E-07923,2024-06-30,3.4,4.5,3.9,4.1,3.7,4.3,3.5,19,5
E-07924,2024-06-30,4.6,3.7,2.7,4.1,2.8,4.2,3.7,55,5
E-07925,2024-06-30,3.8,3.4,4.2,3.5,3.6,3.8,3.8,37,5
E-07926,2024-06-30,4.3,3.9,3.1,3.9,2.5,3.3,3.5,92,10
E-07927,2024-06-30,3.5,4.0,3.4,4.2,2.1,3.9,4.4,28,7
E-07928,2024-06-30,4.1,3.5,2.3,4.7,2.8,4.1,3.5,45,7
E-07929,2024-06-30,4.2,5.0,2.6,4.1,2.7,4.0,3.0,27,5
E-07930,2024-06-30,3.3,3.8,3.8,4.2,2.5,4.0,3.4,35,8
E-07931,2024-06-30,4.3,3.4,4.2,3.9,2.5,4.1,3.5,58,3
E-07932,2024-06-30,4.7,4.0,4.0,4.6,2.9,3.8,3.9,64,5
E-07933,2024-06-30,3.9,4.5,4.0,4.6,2.7,3.6,3.9,17,7
E-07934,2024-06-30,4.7,4.0,3.5,4.5,2.4,4.2,4.0,14,3
E-07935,2024-06-30,3.9,4.2,3.2,4.2,4.1,3.7,4.6,81,3
E-07936,2024-06-30,4.4,3.6,3.7,3.6,3.3,3.6,3.8,39,6
E-07937,2024-06-30,2.9,4.7,4.1,4.6,3.1,4.2,4.1,17,3
E-07938,2024-06-30,5.2,4.3,3.5,4.2,3.0,3.7,3.6,45,4
E-07939,2024-06-30,4.7,4.5,4.3,4.1,3.4,3.8,3.9,83,7
E-07940,2024-06-30,3.9,4.2,3.3,4.4,3.3,4.5,3.7,36,6
E-07941,2024-06-30,3.0,4.4,2.8,4.3,2.4,4.5,3.7,24,6
E-07942,2024-06-30,4.1,3.6,3.5,3.8,2.1,4.4,3.9,93,3
E-07943,2024-06-30,3.3,3.8,3.6,4.1,1.6,4.2,4.2,47,4
E-07944,2024-06-30,4.2,4.7,3.4,3.4,4.1,4.3,3.8,91,3
E-07945,2024-06-30,4.2,4.8,4.4,4.2,2.7,4.6,3.8,48,5
E-07946,2024-06-30,3.5,3.4,4.1,4.7,3.4,4.3,3.9,85,3
E-07947,2024-06-30,4.6,4.1,2.5,3.5,3.1,4.1,4.2,52,6
E-07948,2024-06-30,4.4,3.8,4.6,4.3,3.5,4.3,3.2,91,3
E-07949,2024-06-30,4.5,3.7,1.6,4.5,3.0,3.9,3.9,44,12
E-07950,2024-06-30,4.0,4.1,5.0,4.5,2.2,4.0,3.3,60,4
E-07951,2024-06-30,3.3,4.6,3.3,3.9,2.4,4.1,4.3,47,6
E-07952,2024-06-30,4.5,4.2,3.4,3.8,2.8,4.0,3.9,81,5
E-07953,2024-06-30,3.9,3.8,3.5,4.0,2.0,3.9,4.3,44,4
E-07954,2024-06-30,3.3,4.3,3.8,4.7,2.5,4.4,3.1,61,7
E-07955,2024-06-30,4.7,3.8,3.5,3.5,2.3,3.7,3.7,18,5
E-07956,2024-06-30,5.0,4.2,3.4,3.7,2.8,4.0,4.1,53,2
E-07957,2024-06-30,4.0,4.7,4.4,4.0,2.7,3.6,4.4,17,4
E-07958,2024-06-30,5.1,3.0,3.9,3.8,3.1,3.4,3.9,81,4
E-07959,2024-06-30,4.0,4.4,2.8,4.2,3.5,4.4,3.6,10,7
E-07960,2024-06-30,3.8,3.2,4.0,4.8,2.9,4.4,3.7,34,4
E-07961,2024-06-30,3.7,4.6,3.9,3.7,2.1,3.9,3.4,80,6
E-07962,2024-06-30,4.8,3.7,3.1,4.1,1.8,4.0,4.4,41,7
E-07963,2024-06-30,3.6,3.4,4.1,4.2,3.1,3.9,4.1,71,7
E-07964,2024-06-30,4.4,4.3,3.4,4.1,2.6,3.9,3.7,19,4
E-07965,2024-06-30,3.7,4.2,3.3,3.6,2.9,3.9,4.0,95,7
E-07966,2024-06-30,3.8,3.5,3.3,3.9,3.2,4.1,3.8,26,8
E-07967,2024-06-30,4.5,3.4,1.8,3.9,3.9,3.9,3.7,20,8
E-07968,2024-06-30,3.8,3.9,3.1,4.5,2.0,4.1,3.5,56,1
E-07969,2024-06-30,3.8,3.4,4.0,4.4,2.4,4.5,3.5,65,6
E-07970,2024-06-30,4.6,3.5,3.5,3.6,2.9,4.1,4.0,50,10
E-07971,2024-06-30,4.8,4.1,2.6,4.0,2.3,4.0,4.2,25,5
E-07972,2024-06-30,4.3,3.5,4.2,4.0,2.1,3.8,3.7,34,4
E-07973,2024-06-30,3.7,4.2,3.3,5.0,3.8,4.0,3.5,39,1
E-07974,2024-06-30,3.7,4.7,2.6,4.3,2.4,3.5,4.2,85,4
E-07975,2024-06-30,4.0,3.9,5.0,3.8,2.2,4.5,3.8,50,4
E-07976,2024-06-30,4.2,4.1,2.8,3.9,2.3,3.7,2.9,70,7
E-07977,2024-06-30,3.5,5.0,4.1,4.0,3.7,3.4,3.5,58,11
E-07978,2024-06-30,4.4,3.4,3.0,4.3,2.6,4.0,4.0,99,7
E-07979,2024-06-30,4.0,4.6,3.6,4.4,2.2,4.1,3.5,99,3
E-07980,2024-06-30,3.1,4.5,2.9,4.3,2.5,4.4,3.8,85,7
E-07981,2024-06-30,3.5,4.4,2.6,4.1,3.0,4.1,3.3,51,4
E-07982,2024-06-30,3.7,4.6,3.9,4.1,3.5,4.3,3.6,72,8
E-07983,2024-06-30,4.0,4.1,3.8,4.1,3.5,4.3,3.4,35,7
E-07984,2024-06-30,4.9,3.7,4.3,3.5,2.5,4.2,3.3,47,6
E-07985,2024-06-30,4.1,4.5,3.5,4.2,2.7,3.7,3.5,37,7
E-07986,2024-06-30,3.6,4.6,5.1,4.0,4.3,4.2,4.1,79,5
E-07987,2024-06-30,4.1,4.6,3.7,3.5,3.6,3.6,4.0,10,5
E-07988,2024-06-30,3.8,4.0,3.9,5.2,2.8,4.6,4.6,75,5
E-07989,2024-06-30,4.2,3.6,2.5,4.3,1.6,4.2,3.6,51,7
E-07990,2024-06-30,4.3,4.1,3.1,4.2,2.7,3.8,4.2,17,1
E-07991,2024-06-30,4.6,4.5,3.9,4.1,2.2,4.1,4.5,59,4
E-07992,2024-06-30,4.0,4.5,3.4,4.5,2.5,3.7,4.2,19,11
E-07993,2024-06-30,4.8,3.8,3.6,3.7,2.4,3.5,4.3,82,5
E-07994,2024-06-30,4.5,4.2,2.9,4.1,2.9,4.3,3.8,61,7
E-07995,2024-06-30,3.6,3.3,3.6,3.8,3.0,3.7,3.9,20,4
E-07996,2024-06-30,5.1,4.5,3.6,4.5,2.6,3.9,3.4,13,4
E-07997,2024-06-30,4.2,3.6,2.7,3.9,2.2,4.1,2.7,39,1
E-07998,2024-06-30,3.6,4.4,3.9,4.6,2.9,3.9,3.9,46,7
E-07999,2024-06-30,4.8,3.4,2.3,4.2,2.7,3.7,3.4,26,2
E-08000,2024-06-30,5.0,4.5,3.6,4.5,1.9,4.0,3.6,18,1
E-08001,2024-06-30,4.0,4.2,4.7,4.4,3.4,4.0,3.5,15,0
E-08002,2024-06-30,3.7,3.6,4.0,4.6,2.6,4.3,3.9,78,2
E-08003,2024-06-30,3.9,4.3,4.0,3.8,2.8,4.7,3.7,58,3
E-08004,2024-06-30,4.4,3.7,2.9,4.6,2.9,3.4,4.3,10,4
E-08005,2024-06-30,4.6,4.4,4.7,3.5,3.0,3.8,3.5,27,3
E-08006,2024-06-30,4.3,3.9,4.5,4.2,3.1,4.1,3.9,23,9
E-08007,2024-06-30,4.1,3.1,2.9,4.0,2.2,4.3,3.7,21,8
E-08008,2024-06-30,4.7,3.5,3.2,3.6,3.2,4.1,3.7,77,4
E-08009,2024-06-30,3.8,3.8,4.4,3.8,2.8,4.3,3.8,81,3
E-08010,2024-06-30,4.5,4.7,4.8,3.9,3.7,3.6,4.4,79,4
E-08011,2024-06-30,3.9,4.5,2.6,4.1,3.5,3.9,4.1,69,5
E-08012,2024-06-30,4.2,4.8,2.8,4.0,3.8,4.4,3.6,93,6
E-08013,2024-06-30,3.9,4.8,3.4,4.2,2.4,3.7,3.6,96,7
E-08014,2024-06-30,4.0,3.7,2.0,3.9,3.8,3.1,3.5,90,4
E-08015,2024-06-30,3.8,3.9,3.5,4.0,3.1,3.8,3.8,74,8
E-08016,2024-06-30,4.7,3.8,4.3,4.1,3.4,4.1,3.2,62,3
E-08017,2024-06-30,3.6,3.7,2.5,4.3,3.4,4.0,3.7,48,1
E-08018,2024-06-30,3.6,3.1,3.6,4.5,3.3,3.6,4.0,58,3
E-08019,2024-06-30,5.1,4.0,3.1,4.5,2.3,3.8,3.5,87,4
E-08020,2024-06-30,4.5,3.4,4.6,4.3,3.6,3.6,3.8,11,3
E-08021,2024-06-30,2.8,4.0,3.1,4.4,3.2,3.6,3.9,25,3
E-08022,2024-06-30,3.7,5.1,4.6,4.3,2.1,3.7,3.1,57,3
E-08023,2024-06-30,3.1,3.7,3.1,4.1,2.7,4.0,3.9,54,7
E-08024,2024-06-30,3.5,4.1,4.0,4.6,2.3,3.3,3.6,35,1
E-08025,2024-06-30,2.4,4.5,3.7,3.8,2.1,4.4,4.5,20,4
E-08026,2024-06-30,3.9,4.1,3.4,3.4,3.5,4.0,3.9,64,4
E-08027,2024-06-30,3.4,4.1,2.9,3.8,2.1,3.7,3.4,22,8
E-08028,2024-06-30,4.0,3.8,3.7,4.8,2.2,3.7,3.1,36,4
E-08029,2024-06-30,3.2,3.9,3.2,4.1,4.2,3.8,3.8,71,2
E-08030,2024-06-30,4.0,3.5,3.0,4.3,2.7,4.0,4.3,21,6
E-08031,2024-06-30,3.8,4.4,4.5,4.1,3.4,4.0,3.6,72,6
E-08032,2024-06-30,4.8,3.1,3.9,4.4,3.7,3.9,3.9,12,7
E-08033,2024-06-30,4.7,4.5,4.0,4.2,3.5,3.8,4.1,13,6
E-08034,2024-06-30,4.4,3.3,3.2,4.2,3.1,4.0,4.1,24,7
E-08035,2024-06-30,3.8,4.5,3.4,4.4,3.0,3.4,3.8,56,1
E-08036,2024-06-30,5.0,3.8,3.3,4.0,3.3,3.6,3.5,87,12
E-08037,2024-06-30,3.2,3.4,3.7,4.3,2.9,3.8,3.7,33,3
E-08038,2024-06-30,3.3,4.3,3.9,4.1,3.4,3.6,3.4,50,11
E-08039,2024-06-30,4.0,4.5,3.5,4.2,2.8,3.9,3.4,79,3
E-08040,2024-06-30,5.1,3.8,2.9,3.9,2.9,3.6,4.2,84,5
E-08041,2024-06-30,3.9,4.4,4.0,4.1,4.1,4.5,3.9,25,3
E-08042,2024-06-30,3.9,2.9,3.5,4.0,2.7,3.6,3.9,86,4
E-08043,2024-06-30,3.3,3.3,2.5,4.7,3.0,4.5,3.5,84,6
E-08044,2024-06-30,4.5,4.6,2.0,3.5,3.3,3.4,4.3,91,6
E-08045,2024-06-30,4.5,3.9,3.7,4.6,3.3,4.6,3.7,66,3
E-08046,2024-06-30,4.4,3.1,2.9,3.5,3.2,4.2,3.9,50,4
E-08047,2024-06-30,3.7,3.7,3.8,4.4,2.2,4.2,4.3,56,9
E-08048,2024-06-30,3.6,3.5,3.0,3.9,3.1,3.6,3.5,55,7
E-08049,2024-06-30,3.4,3.9,3.6,4.4,3.1,3.9,3.5,83,7
E-08050,2024-06-30,4.0,3.8,3.2,4.2,3.7,3.9,4.2,71,10
E-08051,2024-06-30,3.5,4.1,4.7,3.6,3.4,4.0,4.1,45,7
E-08052,2024-06-30,3.4,4.0,4.2,4.7,3.7,4.4,3.9,39,6
E-08053,2024-06-30,3.8,4.7,4.4,4.5,2.4,4.2,2.9,24,2
E-08054,2024-06-30,3.8,4.2,3.5,4.4,2.4,4.0,4.3,27,7
E-08055,2024-06-30,3.7,4.2,4.1,3.9,3.2,4.3,3.6,38,5
E-08056,2024-06-30,4.2,4.6,3.6,4.5,3.7,4.4,3.6,67,4
E-08057,2024-06-30,4.0,3.8,4.5,3.7,2.9,3.8,3.7,31,8
E-08058,2024-06-30,3.9,3.4,3.4,3.3,2.6,3.8,3.3,64,3
E-08059,2024-06-30,4.1,4.6,2.5,3.6,2.0,4.6,4.3,32,2
E-08060,2024-06-30,3.5,4.1,2.1,3.8,3.2,3.9,3.9,53,6
E-08061,2024-06-30,4.1,4.1,4.7,3.9,2.9,3.8,4.1,79,4
E-08062,2024-06-30,4.1,3.7,3.8,4.0,2.7,4.0,3.5,69,5
E-08063,2024-06-30,3.2,3.7,3.9,4.0,3.5,4.3,4.2,97,3
E-08064,2024-06-30,4.5,4.4,4.5,3.9,2.9,4.2,4.4,14,7
E-08065,2024-06-30,3.6,4.5,2.3,3.4,3.0,4.0,3.3,96,13
E-08066,2024-06-30,4.0,4.4,3.2,4.3,3.5,4.2,3.4,43,7
E-08067,2024-06-30,4.6,4.4,3.3,4.1,4.3,4.1,3.5,21,6
E-08068,2024-06-30,4.5,4.3,4.0,3.9,2.7,4.0,4.2,84,4
E-08069,2024-06-30,4.0,4.1,3.0,4.8,2.5,3.9,3.9,76,6
E-08070,2024-06-30,3.8,3.9,2.7,4.1,2.4,4.0,3.8,97,4
E-08071,2024-06-30,4.5,4.6,2.7,4.2,3.3,3.9,3.9,50,6
E-08072,2024-06-30,4.3,3.8,4.3,4.5,2.3,4.0,4.6,17,7
E-08073,2024-06-30,3.7,4.2,3.0,3.6,2.8,4.0,3.1,11,6
E-08074,2024-06-30,3.6,3.6,3.1,4.2,2.8,3.6,3.7,67,5
E-08075,2024-06-30,3.0,3.7,3.9,4.5,3.9,3.8,2.6,46,6
E-08076,2024-06-30,4.1,3.9,3.0,4.2,3.7,3.9,4.0,89,7
E-08077,2024-06-30,4.0,3.6,2.3,3.7,2.1,4.6,4.2,69,4
E-08078,2024-06-30,4.6,4.4,2.4,4.0,4.0,4.0,3.7,50,3
E-08079,2024-06-30,4.2,3.3,3.5,4.3,2.3,4.1,4.1,81,6
E-08080,2024-06-30,4.7,4.0,3.8,3.4,3.1,4.6,3.2,45,10
E-08081,2024-06-30,3.7,4.1,3.4,3.7,2.5,3.5,4.0,87,2
E-08082,2024-06-30,4.6,3.1,3.8,5.0,2.8,3.5,4.8,85,4
E-08083,2024-06-30,3.7,3.8,2.4,4.4,2.4,3.8,3.6,28,6
E-08084,2024-06-30,4.4,4.1,2.4,4.8,4.0,3.9,4.0,60,1
E-08085,2024-06-30,3.3,4.2,5.1,4.5,2.9,3.9,3.6,63,1
E-08086,2024-06-30,4.1,3.9,4.4,4.4,3.1,3.8,3.9,86,5
E-08087,2024-06-30,3.0,4.3,4.0,4.1,2.4,3.6,4.2,38,1
E-08088,2024-06-30,3.9,3.9,3.0,4.4,2.2,4.3,4.0,76,7
E-08089,2024-06-30,4.2,4.0,3.3,4.8,2.7,3.9,3.8,17,9
E-08090,2024-06-30,3.7,4.1,3.5,4.5,3.3,4.4,3.8,70,4
E-08091,2024-06-30,3.5,4.5,4.4,4.3,2.9,3.7,3.3,65,3
E-08092,2024-06-30,4.4,3.7,3.8,4.1,3.6,4.6,4.2,87,5
E-08093,2024-06-30,3.9,3.8,3.9,4.4,3.1,3.5,4.1,16,3
E-08094,2024-06-30,3.8,3.7,3.4,4.0,3.0,4.0,3.3,77,1
E-08095,2024-06-30,4.0,3.8,4.1,4.4,3.3,3.7,3.9,30,10
E-08096,2024-06-30,5.3,4.7,3.7,3.9,3.1,4.0,3.4,54,2
E-08097,2024-06-30,4.6,4.3,3.5,4.1,3.6,3.7,3.6,21,5
E-08098,2024-06-30,4.6,3.4,3.0,3.8,3.3,3.4,4.1,82,3
E-08099,2024-06-30,4.2,3.7,3.4,4.0,3.5,3.8,4.2,16,4
E-08100,2024-06-30,4.1,4.2,2.7,3.9,3.4,4.5,4.1,54,3
E-08101,2024-06-30,2.8,3.5,3.5,4.9,3.8,3.7,3.7,44,6
E-08102,2024-06-30,3.7,3.6,3.6,3.8,3.5,4.2,4.0,49,8
E-08103,2024-06-30,3.8,4.7,1.8,4.4,4.0,4.0,3.5,20,8
E-08104,2024-06-30,3.1,3.7,3.3,3.8,2.7,3.9,4.1,51,4
E-08105,2024-06-30,3.4,4.5,2.7,4.2,3.5,4.6,3.8,11,3
E-08106,2024-06-30,3.0,4.6,3.8,4.3,2.2,3.9,3.6,43,4
E-08107,2024-06-30,4.0,3.6,3.9,3.5,3.6,4.1,3.5,63,3
E-08108,2024-06-30,4.4,3.6,3.2,3.6,3.0,4.0,4.1,89,8
E-08109,2024-06-30,4.6,3.9,3.9,3.8,3.6,4.5,3.7,60,4
E-08110,2024-06-30,4.2,3.5,3.9,3.7,4.0,3.6,3.6,41,3
E-08111,2024-06-30,3.5,4.1,3.3,4.2,3.5,4.7,3.6,88,7
E-08112,2024-06-30,3.0,3.9,4.6,4.3,2.8,4.5,3.3,83,10
E-08113,2024-06-30,3.1,4.2,3.0,3.8,2.3,4.1,3.9,21,4
E-08114,2024-06-30,3.4,4.7,4.5,4.2,3.3,4.2,3.9,22,4
E-08115,2024-06-30,3.6,4.4,3.3,4.0,2.8,3.9,3.2,39,11
E-08116,2024-06-30,3.9,4.2,2.9,4.2,3.4,4.0,3.4,95,4
E-08117,2024-06-30,3.5,3.0,3.3,3.9,2.7,4.1,3.1,80,7
E-08118,2024-06-30,4.2,4.2,2.7,4.4,2.4,3.7,4.3,89,10
E-08119,2024-06-30,3.9,4.9,4.0,4.9,2.9,4.5,4.0,54,4
E-08120,2024-06-30,4.0,2.5,2.4,4.5,3.3,4.1,4.2,96,4
E-08121,2024-06-30,4.6,4.3,4.5,4.8,3.1,4.0,4.4,79,7
E-08122,2024-06-30,3.4,3.9,2.8,3.6,2.5,3.7,4.0,55,5
E-08123,2024-06-30,4.2,3.6,4.1,3.9,4.1,4.4,3.8,41,2
E-08124,2024-06-30,4.0,4.4,3.5,4.4,2.9,4.0,3.9,92,6
E-08125,2024-06-30,3.8,4.9,3.7,4.8,1.6,3.8,3.5,45,3
E-08126,2024-06-30,4.4,4.4,3.1,4.5,3.6,3.7,3.5,39,4
E-08127,2024-06-30,4.4,3.8,3.7,3.8,3.0,4.0,3.6,12,5
E-08128,2024-06-30,3.5,3.5,3.6,4.0,2.9,3.6,3.7,46,6
E-08129,2024-06-30,3.9,4.1,2.5,4.3,2.9,4.1,3.1,91,3
E-08130,2024-06-30,4.1,4.4,2.8,4.1,2.9,4.2,3.3,89,4
E-08131,2024-06-30,3.9,3.8,3.1,3.9,4.0,3.9,3.3,13,7
E-08132,2024-06-30,4.3,3.9,3.0,4.1,3.3,4.1,3.3,77,5
E-08133,2024-06-30,4.1,5.4,4.4,4.2,3.2,4.4,4.1,52,2
E-08134,2024-06-30,4.9,4.5,3.5,3.8,2.8,3.9,3.7,16,1
E-08135,2024-06-30,3.2,4.6,3.0,4.6,4.0,4.0,3.7,91,7
E-08136,2024-06-30,3.9,3.3,3.2,4.0,3.5,4.0,4.0,52,4
E-08137,2024-06-30,3.5,3.6,3.1,4.2,3.6,3.9,4.1,46,3
E-08138,2024-06-30,4.3,4.0,3.3,4.6,3.2,3.9,4.0,75,9
E-08139,2024-06-30,3.2,3.5,2.7,4.2,3.6,3.8,4.5,55,10
E-08140,2024-06-30,4.2,4.8,2.9,4.6,3.2,4.1,3.8,78,5
E-08141,2024-06-30,3.7,4.7,4.0,3.8,2.8,4.0,3.9,12,10
E-08142,2024-06-30,3.6,3.7,3.6,4.4,3.2,4.2,3.6,44,4
E-08143,2024-06-30,3.3,4.9,3.4,4.5,4.3,4.3,3.0,24,5
E-08144,2024-06-30,3.8,4.0,3.5,3.9,3.1,3.7,3.8,89,6
E-08145,2024-06-30,4.5,5.3,3.5,4.1,3.8,3.7,4.1,36,7
E-08146,2024-06-30,4.0,4.1,3.4,4.1,3.7,4.2,3.5,85,5
E-08147,2024-06-30,4.3,4.3,3.9,4.3,3.3,3.9,3.6,78,7
E-08148,2024-06-30,4.8,4.7,3.8,4.4,4.0,4.0,4.2,62,2
E-08149,2024-06-30,4.1,4.6,2.4,3.8,1.7,4.0,3.8,76,5
E-08150,2024-06-30,3.7,4.3,3.4,4.2,1.9,3.7,3.4,84,3
E-08151,2024-06-30,4.2,3.9,2.4,4.8,4.0,4.2,3.4,48,5
E-08152,2024-06-30,3.7,4.3,3.9,4.6,2.6,4.1,4.1,15,4
E-08153,2024-06-30,3.7,3.6,4.0,4.5,3.1,3.7,3.7,23,3
E-08154,2024-06-30,3.2,4.1,3.1,4.1,4.1,4.0,3.7,96,5
E-08155,2024-06-30,4.5,3.4,3.4,5.1,3.1,4.0,3.2,13,5
E-08156,2024-06-30,3.8,3.1,2.0,4.6,4.0,4.2,4.0,25,5
E-08157,2024-06-30,4.1,4.0,4.2,4.2,2.8,4.4,4.2,16,7
E-08158,2024-06-30,3.5,4.6,4.0,4.3,3.4,4.0,3.7,36,6
E-08159,2024-06-30,4.2,4.5,4.3,4.0,3.0,3.5,4.0,76,2
E-08160,2024-06-30,3.6,4.0,4.5,4.4,3.9,4.2,3.6,12,3
E-08161,2024-06-30,3.9,4.9,2.6,4.4,2.8,4.7,4.0,41,7
E-08162,2024-06-30,4.4,3.7,4.1,4.5,2.4,4.2,4.0,57,6
E-08163,2024-06-30,4.4,3.0,4.5,4.1,2.7,3.9,3.6,77,5
E-08164,2024-06-30,4.0,2.9,2.5,3.6,2.7,4.1,2.9,19,1
E-08165,2024-06-30,3.1,3.4,3.4,4.3,2.6,4.2,3.5,10,3
E-08166,2024-06-30,5.5,4.4,3.2,4.5,2.6,4.0,3.9,27,3
E-08167,2024-06-30,4.9,3.7,4.1,3.8,3.7,4.4,4.2,37,4
E-08168,2024-06-30,4.4,4.2,1.8,4.2,3.8,3.7,3.6,52,7
E-08169,2024-06-30,3.6,4.8,4.8,4.7,3.2,3.9,4.3,89,7
E-08170,2024-06-30,3.9,3.4,3.4,3.7,2.6,4.1,4.4,31,4
E-08171,2024-06-30,3.7,4.2,4.1,4.1,2.6,4.2,4.1,73,10
E-08172,2024-06-30,4.6,4.3,3.5,4.8,1.8,3.8,3.3,39,5
E-08173,2024-06-30,4.1,3.6,3.8,4.3,3.2,3.9,4.1,50,6
E-08174,2024-06-30,3.6,4.7,1.9,4.0,2.6,3.8,3.6,48,7
E-08175,2024-06-30,3.8,3.9,3.2,4.2,3.9,3.8,3.6,83,6
E-08176,2024-06-30,4.6,3.8,4.1,4.5,2.2,4.2,4.0,34,2
E-08177,2024-06-30,4.8,5.1,3.7,4.1,2.6,4.0,4.0,20,5
E-08178,2024-06-30,4.8,4.3,2.4,4.4,2.9,4.4,4.0,96,5
E-08179,2024-06-30,4.4,4.5,3.5,4.3,3.3,3.7,4.1,31,3
E-08180,2024-06-30,3.9,4.7,2.9,4.3,4.1,4.0,3.8,29,2
E-08181,2024-06-30,2.4,3.7,2.9,4.5,2.2,4.2,3.2,14,9
E-08182,2024-06-30,4.1,4.6,2.4,4.1,2.8,4.1,4.6,31,11
E-08183,2024-06-30,4.0,3.7,3.9,3.8,2.1,3.7,3.6,90,6
E-08184,2024-06-30,4.1,3.7,4.3,4.4,3.5,4.3,3.5,27,5
E-08185,2024-06-30,4.0,3.9,5.0,4.1,2.6,4.0,3.3,88,7
E-08186,2024-06-30,3.3,3.7,2.5,4.0,2.9,4.6,3.9,85,8
E-08187,2024-06-30,4.3,4.4,4.0,4.4,2.9,4.0,3.8,11,5
E-08188,2024-06-30,4.3,4.1,4.1,4.7,3.1,4.3,3.8,12,3
